PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
-0.8930274971636926,-1.2516601192871848,1.1073121282680252,0.00310018228146221,2.716735868043454,-0.3629377154227339,-0.3328421808549662,0.010779983361779998,0.4626349861120712,-0.3714742896278599,-0.4584806786935607,-0.5406363902186523
-0.8847628863934767,2.3321009056765214,0.18009605158473965,0.5630499088145272,-0.2772744438490681,1.3602607821608312,0.6042362905600681,-1.6020714487184955,1.0521812448212178,-0.7876606880015817,0.7226551025956932,0.0836741321685261
-0.2683534992854819,-0.5103696339103806,-1.6915620620896281,0.8398333923103524,0.7817209297427696,0.29423312921684774,-0.6836437060883972,-0.5515424763852436,0.9035600512494709,-1.1211677821926969,0.42496355640305034,1.4025381335716822
-1.9442812356877484,-0.35804796919653276,1.2817277990042573,-0.8102555986121722,-0.5330992601721665,0.812633080005503,-0.8237967958063829,-0.9835413582206083,0.21979739890147812,-0.08221299961461609,-0.7948701774049914,-0.127531759901821
-1.6204666622100683,-0.9242557680148832,1.499978525937377,1.2072610567687556,0.1278727081080132,1.3467836990457072,-0.43540314682809345,0.027591640189344666,-0.6208668698533176,1.238829092007792,-0.7828156610898276,0.10815829915444503
-3.708092438465575,-0.629140471069386,-0.6149397372978757,-1.3814450049887819,0.4790331180126751,-1.1522590261064678,1.5996464277241622,1.958724113143004,-0.8084252068986926,0.5360372145665517,0.5513814314200658,0.26727953299201807
-0.3789219331390985,-0.21196843203316473,-0.6742762329108679,0.08539168724609911,0.5332230808560816,2.0001662307848385,0.4738483177867715,0.6854028329869104,-1.4939854802195296,0.6535165114050477,0.1969301436789803,0.2334989808485813
-1.1109003497253422,1.3749576956762324,-2.5252293211070076,-0.19898166309034235,0.8796650761034598,-1.4445221481154924,-0.6140025948903562,0.5393899484169146,0.7586148717848279,0.5931692149109304,0.5196149135548185,-0.684216341043448
-2.463110147574636,0.7111514549006281,0.461353747759362,-0.7392526000034451,0.04976252770686176,-0.7278658574728754,-0.7463323867506905,0.7675768368912409,0.8559469322052629,-0.3014472581551414,2.458077035220535,-0.10587550979974042
-2.5670690332768005,-0.7020906169375447,-0.9501067727937981,0.6013344376784375,0.6734695361306945,0.8548929873984558,1.067519799328275,-0.6280019923053217,-0.28878024933713675,0.03609203064712922,1.0174021371498592,0.752940080684281
-1.5262904199863527,1.0448826657967372,-0.2313288774515359,0.8168942286115084,0.5690661001444899,-0.483810587759731,-1.8463313695049155,0.3702396838524573,-0.5131341103175432,0.5477832213195016,-0.3604914682061957,-0.13043205558872673
1.5166663438867438,0.28337517486661074,-2.019150284968327,0.9380816425630768,0.9438103508484778,0.4767265879957449,0.1038959210172096,1.2079254272182511,-0.5564583606790232,-0.7868372138286754,-0.47185838323163654,0.5938590700546663
0.554955504984711,-1.3127713531631362,1.2284155146510707,3.050535123115045,0.48222771403220677,-0.24561342617832463,0.6019491449025336,1.2802372815182568,1.0496588805370708,-0.02046628893115986,0.588464371553226,-0.29925525057964797
-3.1215650653468026,1.6406219196863618,-0.050838075720661534,-0.5155014645746651,0.5421240863581834,0.08861364013982032,0.2866516858707433,2.3615772233090366,-0.15527818560863788,1.3881198771303307,0.254615752216335,-0.2635724498164204
-0.8565457969328354,2.012420318466684,-0.3070630289877561,2.075174027841416,0.8299141275607599,-0.9318866583477049,0.1719628536112377,1.8378788988679082,0.036463501108120064,0.49682712597555617,-0.3735334121194801,-0.19089270101959777
-2.2672108545115996,-0.835949148452807,-2.351398440858806,0.7867137265354784,1.4289127409131785,1.120062760554078,0.1220993856939787,0.3446036346929738,-1.1573197299700568,0.33097186722764177,-1.199677042937026,0.2884778954510901
-2.7097560713733255,-0.972542697751099,-0.7503180643257309,-0.5860612255944871,0.4660965096737875,-0.9826266000439187,-0.4348552008045044,0.23743543748775653,-0.8881044049185796,-0.3355892163770309,-0.8652559248999698,-1.1980903992617455
-0.3518228719037041,-2.55094993165572,-1.4794784032035528,-0.5009846384021877,0.36939690024587324,-0.30217082399251083,1.1913110916666907,0.04266619678468348,1.4090808837931517,-0.5584348594935605,-0.31593819524933037,0.5779239160279714
0.5953264485765629,-1.9445277407856427,-0.6538562285716432,1.3946560336788938,0.7904037671883788,1.4841673891881855,0.7194520106875552,0.8332882111573297,0.6750901146534406,-1.0079053160850546,1.3614368874509652,0.7311496389310077
-2.1783182664373597,-2.885520706036627,-1.9772184535637765,-0.08437961073100748,1.2153417516939258,1.1434070683010042,-1.368138868842165,-0.17762047450880958,-0.085189194698805,0.29923916242815024,-0.31634642379949224,-0.5115494288222391
-0.48029574286878424,0.9133171370697123,-0.7199941499599414,0.27923565144521895,-0.14419524327056654,-0.5519721030928668,2.3240008741147755,-0.9395960882793061,0.37126204864210044,-0.7369851171214913,0.24833934088670417,-0.059886455055832094
-2.111609655658847,-0.26843105370228215,-3.199802216375664,0.03787719239463668,1.565050234605181,-1.207496707153635,0.7733208805689094,2.061372886310609,0.6686975129686937,0.7928376080464551,0.0724346329104999,-0.5657616441809634
-0.8783390380835155,-1.252724163588169,-0.402803033633083,0.3228611017121885,0.03262224211006631,0.17018576055316192,1.6405699100555406,-1.1400327143007445,-0.262186386867526,0.3107359900453376,0.2868436011509278,0.9985895496081124
-0.8932490960960191,-4.5275755238625885,-0.9270258600280623,-1.0983971007333155,0.16066773212420812,-0.13756782383938512,1.5906177312986576,-0.19311887985958437,0.6948335309549782,0.7379051873659533,-0.5397434449604054,0.21958717573075898
-1.551068391180148,1.2821434437204877,-0.5391588411587029,0.6012369855168985,0.38215061592641913,0.8401211401830472,1.7891796856857094,0.559009801357066,1.0395896978843995,0.9408230031470016,0.2169848669972684,-0.33269646528431895
